Id,Channel Identifier,Abs. Time,Sender,Message,ID,Avatar,
44959,GSL_G.7_main_1,1706727369488,P.94,yeah,"""P.94_P.96""",526645,zebra.png
44960,GSL_G.7_main_1,1706727372226,P.100,Is that the college or the E-school,"""P.95_P.100""",792000,racoon.png
44961,GSL_G.7_main_1,1706727372836,P.95,what's yours?,"""P.95_P.100""",431861,monkey.png
44962,GSL_G.7_main_1,1706727374187,P.94,have a fav food?,"""P.94_P.96""",526645,zebra.png
44963,GSL_G.7_main_1,1706727375839,P.95,college,"""P.95_P.100""",431861,monkey.png
44964,GSL_G.7_main_1,1706727375935,P.97,Yes I’m in it now. Econ kills me. It’s only been a couple weeks but micro was so hard for me,"""P.97_P.99""",274305,dog2.png
44965,GSL_G.7_main_1,1706727376785,P.102,ah good,"""P.95_P.102""",277133,fox2.png
44966,GSL_G.7_main_1,1706727381428,P.94,tacos for sure wbu,"""P.94_P.95""",526645,zebra.png
44967,GSL_G.7_main_1,1706727385863,P.93,wow i actually just responded to my own question by accident lol,"""P.93_P.94""",73830,moose.png
44968,GSL_G.7_main_1,1706727387785,P.97,Oh shoot well then that’s my new show to watch,"""P.95_P.97""",274305,dog2.png
44969,GSL_G.7_main_1,1706727388687,P.101,Not really uh caually ig but mainly just watch it,"""P.94_P.101""",784170,Pig.png
44970,GSL_G.7_main_1,1706727391074,P.97,Have you seen it?,"""P.95_P.97""",274305,dog2.png
44971,GSL_G.7_main_1,1706727392534,P.102,o well that's good then,"""P.99_P.102""",277133,fox2.png
44972,GSL_G.7_main_1,1706727394825,P.95,have you done any other studies yet?,"""P.95_P.102""",431861,monkey.png
44973,GSL_G.7_main_1,1706727400869,P.94,lmao,"""P.93_P.94""",526645,zebra.png
44974,GSL_G.7_main_1,1706727400898,P.100,I want to apply to Batten and maybe do Global Studies or Foreign Affairs,"""P.95_P.100""",792000,racoon.png
44975,GSL_G.7_main_1,1706727404740,P.94,fav sport?,"""P.93_P.94""",526645,zebra.png
44976,GSL_G.7_main_1,1706727405573,P.98,Im not sure what else is in the sauce but I know it is comprised of honey. They're really good!,"""P.98_P.102""",703958,bear.png
44977,GSL_G.7_main_1,1706727409669,P.102,nah this is my first one...have u done any others?,"""P.95_P.102""",277133,fox2.png
44978,GSL_G.7_main_1,1706727413582,P.94,fav team then,"""P.94_P.101""",526645,zebra.png
44979,GSL_G.7_main_1,1706727413714,P.101,ah great,"""P.98_P.101""",784170,Pig.png
44980,GSL_G.7_main_1,1706727422209,P.101,favorite food(s)?,"""P.98_P.101""",784170,Pig.png
44981,GSL_G.7_main_1,1706727424107,P.100,Oh that makes sense,"""P.98_P.100""",792000,racoon.png
44982,GSL_G.7_main_1,1706727425814,P.99,I'm an econ major,"""P.93_P.99""",566635,panda.png
44983,GSL_G.7_main_1,1706727427736,P.102,"I need to try these, I've never heard of them before","""P.98_P.102""",277133,fox2.png
44984,GSL_G.7_main_1,1706727432052,P.100,Do you know what you want to major in?,"""P.98_P.100""",792000,racoon.png
44985,GSL_G.7_main_1,1706727438291,P.102,OH do u know what Domoishi is?,"""P.98_P.102""",277133,fox2.png
44986,GSL_G.7_main_1,1706727438386,P.95,probably steak in any form,"""P.94_P.95""",431861,monkey.png
44987,GSL_G.7_main_1,1706727438652,P.101,Bayern,"""P.94_P.101""",784170,Pig.png
44988,GSL_G.7_main_1,1706727440098,P.97,Kiss marry kill chiefs 49ers and ravens (if you know football),"""P.94_P.97""",274305,dog2.png
44989,GSL_G.7_main_1,1706727442473,P.99,and im also taking the class cuz i heard it's easy,"""P.93_P.99""",566635,panda.png
44990,GSL_G.7_main_1,1706727453581,P.98,Which do you find more interesting or could see yourself doing in the future?,"""P.94_P.98""",703958,bear.png
44991,GSL_G.7_main_1,1706727455047,P.95,oh that sounds fun,"""P.95_P.100""",431861,monkey.png
44992,GSL_G.7_main_1,1706727455383,P.100,9:30 with Mazurek,"""P.94_P.100""",792000,racoon.png
44993,GSL_G.7_main_1,1706727457601,P.101,hbu,"""P.94_P.101""",784170,Pig.png
44994,GSL_G.7_main_1,1706727458478,P.100,Wbu,"""P.94_P.100""",792000,racoon.png
44995,GSL_G.7_main_1,1706727463534,P.99,lol yeah it's pretty challenging,"""P.97_P.99""",566635,panda.png
44996,GSL_G.7_main_1,1706727464805,P.93,"basketball, skiing, i like pickleball too","""P.93_P.94""",73830,moose.png
44997,GSL_G.7_main_1,1706727466122,P.93,u?,"""P.93_P.94""",73830,moose.png
44998,GSL_G.7_main_1,1706727467553,P.95,"yeah, i did an in person one earlier this week","""P.95_P.102""",431861,monkey.png
44999,GSL_G.7_main_1,1706727475938,P.94,fav sport,"""P.94_P.95""",526645,zebra.png
45000,GSL_G.7_main_1,1706727477216,P.98,I love fries!,"""P.98_P.101""",703958,bear.png
45001,GSL_G.7_main_1,1706727478374,P.99,are you with professor Coppock?,"""P.97_P.99""",566635,panda.png
45002,GSL_G.7_main_1,1706727478580,P.102,ooo how was it?,"""P.95_P.102""",277133,fox2.png
45003,GSL_G.7_main_1,1706727486636,P.97,Yes,"""P.97_P.99""",274305,dog2.png
45004,GSL_G.7_main_1,1706727489657,P.98,Do you have a favorite food?,"""P.98_P.101""",703958,bear.png
45005,GSL_G.7_main_1,1706727495055,P.96,"not anything in specific, but for cuisines I like italian, korean, and chinese food, wby","""P.94_P.96""",378434,donkey.png
45006,GSL_G.7_main_1,1706727495534,P.94,"kill chiefs, kiss 49ers, marry ravens","""P.94_P.97""",526645,zebra.png
45007,GSL_G.7_main_1,1706727504351,P.99,you should take one of econ classes here,"""P.99_P.102""",566635,panda.png
45008,GSL_G.7_main_1,1706727508924,P.99,it's awesome,"""P.99_P.102""",566635,panda.png
45009,GSL_G.7_main_1,1706727514466,P.98,Yes i do i've been there a couple times,"""P.98_P.102""",703958,bear.png
45010,GSL_G.7_main_1,1706727515578,P.102,isn't that like...math?,"""P.99_P.102""",277133,fox2.png
45011,GSL_G.7_main_1,1706727515885,P.100,Have you had Elzinga,"""P.99_P.100""",792000,racoon.png
45012,GSL_G.7_main_1,1706727515907,P.94,I don't really have a fav team for any sport,"""P.94_P.101""",526645,zebra.png
45013,GSL_G.7_main_1,1706727521364,P.94,but I do enjoy watching,"""P.94_P.101""",526645,zebra.png
45014,GSL_G.7_main_1,1706727527659,P.94,omg same,"""P.94_P.100""",526645,zebra.png
45015,GSL_G.7_main_1,1706727529852,P.95,yes (minus the last one) and i think it's been good. it's been about 6 years since i read the books but from what i can remember it's pretty accurate.,"""P.95_P.97""",431861,monkey.png
45016,GSL_G.7_main_1,1706727540787,P.98,I major in speech communications,"""P.98_P.100""",703958,bear.png
45017,GSL_G.7_main_1,1706727541160,P.95,to play- volleyball. wbu?,"""P.94_P.95""",431861,monkey.png
45018,GSL_G.7_main_1,1706727543403,P.99,haha not for intro level classes,"""P.99_P.102""",566635,panda.png
45019,GSL_G.7_main_1,1706727544362,P.102,Is there one in Charlottesville?,"""P.98_P.102""",277133,fox2.png
45020,GSL_G.7_main_1,1706727544774,P.100,Wait what does that mean haha,"""P.97_P.100""",792000,racoon.png
45021,GSL_G.7_main_1,1706727549710,P.98,You?,"""P.98_P.100""",703958,bear.png
45022,GSL_G.7_main_1,1706727550661,P.95,it was fun,"""P.95_P.102""",431861,monkey.png
45023,GSL_G.7_main_1,1706727550670,P.101,"uh I tend to switch around, but fried rice is great","""P.98_P.101""",784170,Pig.png
45024,GSL_G.7_main_1,1706727557418,P.94,well I want to be a lawyer potentially so im on the fence about both,"""P.94_P.98""",526645,zebra.png
45025,GSL_G.7_main_1,1706727558677,P.100,Aww haha that's so funny,"""P.94_P.100""",792000,racoon.png
45026,GSL_G.7_main_1,1706727561447,P.102,what do y'all do in there?,"""P.99_P.102""",277133,fox2.png
45027,GSL_G.7_main_1,1706727563177,P.99,oh that's nice he is an awesome lecturer in my opinion,"""P.97_P.99""",566635,panda.png
45028,GSL_G.7_main_1,1706727563294,P.100,I really like him,"""P.94_P.100""",792000,racoon.png
45029,GSL_G.7_main_1,1706727564735,P.96,yea elzinga's class is way too concept based,"""P.96_P.100""",378434,donkey.png
45030,GSL_G.7_main_1,1706727571910,P.95,"hey, how are you?","""P.93_P.95""",431861,monkey.png
45031,GSL_G.7_main_1,1706727573678,P.94,"I like Mexican, Italian, and Chinese foods","""P.94_P.96""",526645,zebra.png
45032,GSL_G.7_main_1,1706727582409,P.100,Oh that's so cool! What year are you,"""P.98_P.100""",792000,racoon.png
45033,GSL_G.7_main_1,1706727582563,P.96,what major are you?,"""P.96_P.100""",378434,donkey.png
45034,GSL_G.7_main_1,1706727585337,P.95,hey!,"""P.95_P.101""",431861,monkey.png
45035,GSL_G.7_main_1,1706727586451,P.101,oh great I also feel neutral at times,"""P.94_P.101""",784170,Pig.png
45036,GSL_G.7_main_1,1706727587313,P.97,lol kill poor chiefs?,"""P.94_P.97""",274305,dog2.png
45037,GSL_G.7_main_1,1706727589990,P.99,yeah for micro,"""P.99_P.100""",566635,panda.png
45038,GSL_G.7_main_1,1706727592867,P.101,Wassup,"""P.95_P.101""",784170,Pig.png
45039,GSL_G.7_main_1,1706727593272,P.97,Any reason behind that?,"""P.94_P.97""",274305,dog2.png
45040,GSL_G.7_main_1,1706727600649,P.100,And I want to apply to Batten and maybe do Global Studies or Foreign Affairs,"""P.98_P.100""",792000,racoon.png
45041,GSL_G.7_main_1,1706727602174,P.102,cool cause I have my first in person one on friday n I'm slightly nervous,"""P.95_P.102""",277133,fox2.png
45042,GSL_G.7_main_1,1706727609135,P.101,favorite animal?,"""P.95_P.101""",784170,Pig.png
45043,GSL_G.7_main_1,1706727609149,P.100,Me too haha,"""P.99_P.100""",792000,racoon.png
45044,GSL_G.7_main_1,1706727611165,P.97,Okay good,"""P.97_P.99""",274305,dog2.png
45045,GSL_G.7_main_1,1706727612614,P.98,"I actually don't think its one out here, i've tried ones back at home","""P.98_P.102""",703958,bear.png
45046,GSL_G.7_main_1,1706727612951,P.100,That class was so hard,"""P.99_P.100""",792000,racoon.png
45047,GSL_G.7_main_1,1706727614676,P.94,I like cross country bc I ran cross country in high school but to watch I like to watch basketball and football,"""P.94_P.95""",526645,zebra.png
45048,GSL_G.7_main_1,1706727619442,P.99,it really depends on which class that I'm in,"""P.99_P.102""",566635,panda.png
45049,GSL_G.7_main_1,1706727619652,P.97,Thank you for that,"""P.97_P.99""",274305,dog2.png
45050,GSL_G.7_main_1,1706727625886,P.102,T^T oh...,"""P.98_P.102""",277133,fox2.png
45051,GSL_G.7_main_1,1706727634538,P.97,Are you in any other clubs or activities?,"""P.97_P.99""",274305,dog2.png
45052,GSL_G.7_main_1,1706727635365,P.95,"sea turtle, wbu?","""P.95_P.101""",431861,monkey.png
45053,GSL_G.7_main_1,1706727643251,P.102,"I had one back home, but then I moved and hadn't seen one since","""P.98_P.102""",277133,fox2.png
45054,GSL_G.7_main_1,1706727651542,P.100,I want to apply to Batten and maybe do Global Studies or Foreign Affairs,"""P.96_P.100""",792000,racoon.png
45055,GSL_G.7_main_1,1706727653747,P.94,"they go to the Super Bowl every year I would just like to see a change, not that they are bad bc the chiefs are pretty good I just would like to see diff teams that's all","""P.94_P.97""",526645,zebra.png
45056,GSL_G.7_main_1,1706727657209,P.100,What year are you?,"""P.96_P.100""",792000,racoon.png
45057,GSL_G.7_main_1,1706727658353,P.97,Yes it’s been a while since I’ve read the books too. I’ve seen some bits on Tik tok,"""P.95_P.97""",274305,dog2.png
45058,GSL_G.7_main_1,1706727660385,P.99,"but mostly numbers, graphs, and theories...","""P.99_P.102""",566635,panda.png
45059,GSL_G.7_main_1,1706727660523,P.102,oh it varies that much?,"""P.99_P.102""",277133,fox2.png
45060,GSL_G.7_main_1,1706727663599,P.93,im well thanks. how u doin,"""P.93_P.95""",73830,moose.png
45061,GSL_G.7_main_1,1706727664503,P.95,the people i did it with were super nice and explained everything very well,"""P.95_P.102""",431861,monkey.png
45062,GSL_G.7_main_1,1706727665066,P.96,2nd,"""P.96_P.100""",378434,donkey.png
45063,GSL_G.7_main_1,1706727669315,P.94,same here a funny guy,"""P.94_P.100""",526645,zebra.png
45064,GSL_G.7_main_1,1706727669880,P.98,Oh yea i see what you mean. Well both are great majors that could take you far. Just have to decide what will be most interesting to you,"""P.94_P.98""",703958,bear.png
45065,GSL_G.7_main_1,1706727670880,P.95,i'm doing good,"""P.93_P.95""",431861,monkey.png
45066,GSL_G.7_main_1,1706727672745,P.102,ooo...yucky,"""P.99_P.102""",277133,fox2.png
45067,GSL_G.7_main_1,1706727676047,P.94,he's,"""P.94_P.100""",526645,zebra.png
45068,GSL_G.7_main_1,1706727681077,P.101,Tigers i think,"""P.95_P.101""",784170,Pig.png
45069,GSL_G.7_main_1,1706727683187,P.99,yeah the final was unbelievably hard,"""P.99_P.100""",566635,panda.png
45070,GSL_G.7_main_1,1706727696807,P.94,yeah I like to watch basketball and football sometimes though,"""P.94_P.101""",526645,zebra.png
45071,GSL_G.7_main_1,1706727698617,P.95,do you go to a lot of uva games?,"""P.94_P.95""",431861,monkey.png
45072,GSL_G.7_main_1,1706727706100,P.100,Yeah and I love that he likes walks all around and calls on people,"""P.94_P.100""",792000,racoon.png
45073,GSL_G.7_main_1,1706727710756,P.95,favorite sport?,"""P.95_P.101""",431861,monkey.png
45074,GSL_G.7_main_1,1706727712397,P.97,Like what do you constantly think about right now? It could be random like a movie you just watched or the color theory.  Just anything that keeps popping up in mind,"""P.97_P.100""",274305,dog2.png
45075,GSL_G.7_main_1,1706727719328,P.101,Soccer wbu,"""P.95_P.101""",784170,Pig.png
45076,GSL_G.7_main_1,1706727725360,P.94,I like to watch basketball and I would say fav sport is cross country,"""P.93_P.94""",526645,zebra.png
45077,GSL_G.7_main_1,1706727730826,P.102,"nice, were there a lot of participants?","""P.95_P.102""",277133,fox2.png
45078,GSL_G.7_main_1,1706727732106,P.99,I'm in one of the finance clubs and one of the church groups,"""P.97_P.99""",566635,panda.png
45079,GSL_G.7_main_1,1706727735631,P.94,I went to one ova basketball game,"""P.94_P.95""",526645,zebra.png
45080,GSL_G.7_main_1,1706727737457,P.98,Yea fried rice is good!!,"""P.98_P.101""",703958,bear.png
45081,GSL_G.7_main_1,1706727739324,P.100,Oh wait that's so cool,"""P.97_P.100""",792000,racoon.png
45082,GSL_G.7_main_1,1706727739380,P.94,uva,"""P.94_P.95""",526645,zebra.png
45083,GSL_G.7_main_1,1706727749459,P.97,Okay fair. As someone from kc I would not like to see that change lol,"""P.94_P.97""",274305,dog2.png
45084,GSL_G.7_main_1,1706727750456,P.95,I just hope they start working on the next season soon,"""P.95_P.97""",431861,monkey.png
45085,GSL_G.7_main_1,1706727751623,P.98,Do you have a favorite fast food place?,"""P.98_P.101""",703958,bear.png
45086,GSL_G.7_main_1,1706727756241,P.101,yeah and I feel like home teams have an advantage,"""P.94_P.101""",784170,Pig.png
45087,GSL_G.7_main_1,1706727758379,P.100,I honestly really miss my tennis team so it's probably them I think about our season a lot haha,"""P.97_P.100""",792000,racoon.png
45088,GSL_G.7_main_1,1706727759131,P.95,nice!!,"""P.94_P.95""",431861,monkey.png
45089,GSL_G.7_main_1,1706727762515,P.100,What's urs,"""P.97_P.100""",792000,racoon.png
45090,GSL_G.7_main_1,1706727764903,P.99,lol.. yeah.. sometimes it's a bit overwhelming,"""P.99_P.102""",566635,panda.png
45091,GSL_G.7_main_1,1706727774077,P.94,I like when he says little comments and curse words when something goes wrong like when his mic wasn't working lmao,"""P.94_P.100""",526645,zebra.png
45092,GSL_G.7_main_1,1706727774855,P.95,not really no,"""P.95_P.102""",431861,monkey.png
45093,GSL_G.7_main_1,1706727781293,P.95,volleyball,"""P.95_P.101""",431861,monkey.png
45094,GSL_G.7_main_1,1706727781449,P.100,Omg yeah,"""P.99_P.100""",792000,racoon.png
45095,GSL_G.7_main_1,1706727783154,P.97,Oh that’s fun! Do you have any fun hobbies?,"""P.97_P.99""",274305,dog2.png
45096,GSL_G.7_main_1,1706727790214,P.100,They curved it so much haha,"""P.99_P.100""",792000,racoon.png
45097,GSL_G.7_main_1,1706727795054,P.97,Yes I hate waiting for things,"""P.95_P.97""",274305,dog2.png
45098,GSL_G.7_main_1,1706727796063,P.98,Woww that sucks. I wish there was one out here!,"""P.98_P.102""",703958,bear.png
45099,GSL_G.7_main_1,1706727800051,P.94,yes im taking a Econ class atm to just test the waters of everything,"""P.94_P.98""",526645,zebra.png
45100,GSL_G.7_main_1,1706727800239,P.102,"I'm really bad at math so uh, I might pass ;-;","""P.99_P.102""",277133,fox2.png
45101,GSL_G.7_main_1,1706727803382,P.101,not a straight up favorite but I visited Canes once and their sauce was good,"""P.98_P.101""",784170,Pig.png
45102,GSL_G.7_main_1,1706727808302,P.98,Have you found any similar places to it out here yet?,"""P.98_P.102""",703958,bear.png
45103,GSL_G.7_main_1,1706727811008,P.95,watch any other good shows recently?,"""P.95_P.97""",431861,monkey.png
45104,GSL_G.7_main_1,1706727813889,P.94,ohh I see,"""P.94_P.97""",526645,zebra.png
45105,GSL_G.7_main_1,1706727819233,P.100,Yeah haha he has such good energy,"""P.94_P.100""",792000,racoon.png
45106,GSL_G.7_main_1,1706727826929,P.99,True ture,"""P.99_P.100""",566635,panda.png
45107,GSL_G.7_main_1,1706727832465,P.102,"No, I really need to go out more tho, I never explored Charlottesville much","""P.98_P.102""",277133,fox2.png
45108,GSL_G.7_main_1,1706727833053,P.100,I was so scared yesterday when I got the email that I had been waitlisted,"""P.94_P.100""",792000,racoon.png
45109,GSL_G.7_main_1,1706727837970,P.94,so you're out of state,"""P.94_P.97""",526645,zebra.png
45110,GSL_G.7_main_1,1706727842739,P.96,i love mexican food too! do you know any good place for mexican food in charlottesville?,"""P.94_P.96""",378434,donkey.png
45111,GSL_G.7_main_1,1706727843558,P.99,lol yeah valid,"""P.99_P.102""",566635,panda.png
45112,GSL_G.7_main_1,1706727848105,P.102,I'm just close to Yuan Ho,"""P.98_P.102""",277133,fox2.png
45113,GSL_G.7_main_1,1706727851163,P.97,Right now it’s book series that I just finished. I always think about what happens after the book ends,"""P.97_P.100""",274305,dog2.png
45114,GSL_G.7_main_1,1706727852348,P.98,I know many people who enjoy econ and have found many great internships through it so hopefully if you continue you can find some too,"""P.94_P.98""",703958,bear.png
45115,GSL_G.7_main_1,1706727854946,P.94,yes it was pretty fun. it was the game we had against tech,"""P.94_P.95""",526645,zebra.png
45116,GSL_G.7_main_1,1706727862027,P.101,favorite food?,"""P.95_P.101""",784170,Pig.png
45117,GSL_G.7_main_1,1706727866395,P.102,"Oh, Inka Grill was really good, it's peruvian I believe","""P.98_P.102""",277133,fox2.png
45118,GSL_G.7_main_1,1706727869104,P.100,Are you taking any interesting elective classes outside of Econ,"""P.99_P.100""",792000,racoon.png
45119,GSL_G.7_main_1,1706727869356,P.95,yeah- that was a good one,"""P.94_P.95""",431861,monkey.png
45120,GSL_G.7_main_1,1706727873348,P.102,oh okay,"""P.95_P.102""",277133,fox2.png
45121,GSL_G.7_main_1,1706727878486,P.95,"steak, hbu?","""P.95_P.101""",431861,monkey.png
45122,GSL_G.7_main_1,1706727883105,P.97,I never watched squid games when it came out so I’m watching that now,"""P.95_P.97""",274305,dog2.png
45123,GSL_G.7_main_1,1706727884064,P.97,Wbu,"""P.95_P.97""",274305,dog2.png
45124,GSL_G.7_main_1,1706727884445,P.94,thank you and yeah I really hope that I can find a good internship within the upcoming year,"""P.94_P.98""",526645,zebra.png
45125,GSL_G.7_main_1,1706727892430,P.94,omg same,"""P.94_P.100""",526645,zebra.png
45126,GSL_G.7_main_1,1706727892435,P.97,Yes. Are you in state?,"""P.94_P.97""",274305,dog2.png
45127,GSL_G.7_main_1,1706727893281,P.100,What's the series/,"""P.97_P.100""",792000,racoon.png
45128,GSL_G.7_main_1,1706727895455,P.100,?,"""P.97_P.100""",792000,racoon.png
45129,GSL_G.7_main_1,1706727895603,P.98,Ohh i've heard of that place but still haven't got to try it,"""P.98_P.102""",703958,bear.png
45130,GSL_G.7_main_1,1706727898326,P.99,I like to golf though I haven't been able to play it cuz of the cold...,"""P.97_P.99""",566635,panda.png
45131,GSL_G.7_main_1,1706727898530,P.94,I was like bruh no way,"""P.94_P.100""",526645,zebra.png
45132,GSL_G.7_main_1,1706727899491,P.101,I'll go with fried rice,"""P.95_P.101""",784170,Pig.png
45133,GSL_G.7_main_1,1706727900569,P.99,what about you,"""P.97_P.99""",566635,panda.png
45134,GSL_G.7_main_1,1706727904458,P.98,the food looked really good!,"""P.98_P.102""",703958,bear.png
45135,GSL_G.7_main_1,1706727909951,P.100,No I know,"""P.94_P.100""",792000,racoon.png
45136,GSL_G.7_main_1,1706727911605,P.102,u have anything to do after the study?,"""P.99_P.102""",277133,fox2.png
45137,GSL_G.7_main_1,1706727912943,P.95,are you taking any psych classes this semester?,"""P.95_P.102""",431861,monkey.png
45138,GSL_G.7_main_1,1706727916583,P.98,Have you started looking for any yet?,"""P.94_P.98""",703958,bear.png
45139,GSL_G.7_main_1,1706727923450,P.100,Literally started freaking out in my dorm while my roommate was sleeping,"""P.94_P.100""",792000,racoon.png
45140,GSL_G.7_main_1,1706727924677,P.102,yessss social psych,"""P.95_P.102""",277133,fox2.png
45141,GSL_G.7_main_1,1706727926468,P.94,I was about to not even come to class,"""P.94_P.100""",526645,zebra.png
45142,GSL_G.7_main_1,1706727926851,P.102,u?,"""P.95_P.102""",277133,fox2.png
45143,GSL_G.7_main_1,1706727936444,P.99,umm I'm also a data science minor so I'm taking a machine learning class,"""P.99_P.100""",566635,panda.png
45144,GSL_G.7_main_1,1706727938324,P.95,that's what i'm having for dinner tn,"""P.95_P.101""",431861,monkey.png
45145,GSL_G.7_main_1,1706727943610,P.98,Yea you can never go wrong with canes sauce,"""P.98_P.101""",703958,bear.png
45146,GSL_G.7_main_1,1706727944063,P.94,I figured I was out so I was like no way,"""P.94_P.100""",526645,zebra.png
45147,GSL_G.7_main_1,1706727947374,P.95,intro to cognition,"""P.95_P.102""",431861,monkey.png
45148,GSL_G.7_main_1,1706727950102,P.94,but then everything was fine,"""P.94_P.100""",526645,zebra.png
45149,GSL_G.7_main_1,1706727951001,P.97,Kingdom of the Wicked. It wasn’t my favorite series but it was good enough haha,"""P.97_P.100""",274305,dog2.png
45150,GSL_G.7_main_1,1706727956162,P.99,other than that everything is econ,"""P.99_P.100""",566635,panda.png
45151,GSL_G.7_main_1,1706727962718,P.100,Haha yeah good thing he told everyone,"""P.94_P.100""",792000,racoon.png
45152,GSL_G.7_main_1,1706727964429,P.94,explain that,"""P.94_P.101""",526645,zebra.png
45153,GSL_G.7_main_1,1706727965843,P.101,what a coincidence,"""P.95_P.101""",784170,Pig.png
45154,GSL_G.7_main_1,1706727966142,P.97,Once I start a series usually I finish it unless it’s really really bad,"""P.97_P.100""",274305,dog2.png
45155,GSL_G.7_main_1,1706727972319,P.94,yeah for real,"""P.94_P.100""",526645,zebra.png
45156,GSL_G.7_main_1,1706727973248,P.99,gotta go to office hours :(,"""P.99_P.102""",566635,panda.png
45157,GSL_G.7_main_1,1706727978137,P.94,did you go?,"""P.94_P.95""",526645,zebra.png
45158,GSL_G.7_main_1,1706727978770,P.100,I was like oh no do I have to go talk to him and plead my case,"""P.94_P.100""",792000,racoon.png
45159,GSL_G.7_main_1,1706727978894,P.95,i rewatched the night agent on netflix,"""P.95_P.97""",431861,monkey.png
45160,GSL_G.7_main_1,1706727986095,P.102,"YES, LOMO SALTADO","""P.98_P.102""",277133,fox2.png
45161,GSL_G.7_main_1,1706727996314,P.101,like psychologically the home crow behind you and being more familiar to the field,"""P.94_P.101""",784170,Pig.png
45162,GSL_G.7_main_1,1706727996736,P.102,"I don't even eat steak like that, but it was delicious","""P.98_P.102""",277133,fox2.png
45163,GSL_G.7_main_1,1706727998485,P.94,plaza azteca is really good I go there often,"""P.94_P.96""",526645,zebra.png
45164,GSL_G.7_main_1,1706728002902,P.97,I like to read and go outdoors. I signed up to do a river kayaking trip so I’m excited for that,"""P.97_P.99""",274305,dog2.png
45165,GSL_G.7_main_1,1706728003915,P.94,yes im from va,"""P.94_P.97""",526645,zebra.png
45166,GSL_G.7_main_1,1706728008572,P.95,"yeah, i haven't gotten to go to many in the past so i'm trying to make up for it this year","""P.94_P.95""",431861,monkey.png
45167,GSL_G.7_main_1,1706728010700,P.102,ooh how's that class?,"""P.95_P.102""",277133,fox2.png
45168,GSL_G.7_main_1,1706728017193,P.94,no not really I don't really know how to start honestly,"""P.94_P.98""",526645,zebra.png
45169,GSL_G.7_main_1,1706728019507,P.100,That's so good of you haha,"""P.97_P.100""",792000,racoon.png
45170,GSL_G.7_main_1,1706728023893,P.101,Hbu,"""P.98_P.101""",784170,Pig.png
45171,GSL_G.7_main_1,1706728027359,P.98,Im a 4th year actually. Applying into Batten would be very good. I know many people who are in it and have had many opportunities come because of it,"""P.98_P.100""",703958,bear.png
45172,GSL_G.7_main_1,1706728028935,P.97,Okay. I heard the main character was cute from my friends. That’s all I know about it,"""P.95_P.97""",274305,dog2.png
45173,GSL_G.7_main_1,1706728029727,P.94,that's good,"""P.94_P.95""",526645,zebra.png
45174,GSL_G.7_main_1,1706728030256,P.102,aww how's that a bad thing XD,"""P.99_P.102""",277133,fox2.png
45175,GSL_G.7_main_1,1706728031701,P.100,Oh that's cool!,"""P.99_P.100""",792000,racoon.png
45176,GSL_G.7_main_1,1706728039013,P.94,I want to go to one more during this season but idk which game to go to,"""P.94_P.95""",526645,zebra.png
45177,GSL_G.7_main_1,1706728039044,P.98,I would say chipotle!,"""P.98_P.101""",703958,bear.png
45178,GSL_G.7_main_1,1706728040194,P.95,"interesting so far, i chose it because it's mostly online so we don't have a lecture","""P.95_P.102""",431861,monkey.png
45179,GSL_G.7_main_1,1706728047726,P.102,ur kidding,"""P.95_P.102""",277133,fox2.png
45180,GSL_G.7_main_1,1706728050002,P.97,Do you like to read?,"""P.97_P.100""",274305,dog2.png
45181,GSL_G.7_main_1,1706728054538,P.94,ohhh yeah,"""P.94_P.101""",526645,zebra.png
45182,GSL_G.7_main_1,1706728055827,P.100,Oh that's so cool!,"""P.98_P.100""",792000,racoon.png
45183,GSL_G.7_main_1,1706728059548,P.94,very true,"""P.94_P.101""",526645,zebra.png
45184,GSL_G.7_main_1,1706728059671,P.95,favorite color?,"""P.95_P.101""",431861,monkey.png
45185,GSL_G.7_main_1,1706728068562,P.101,Yeah thats good too but somewhat expensive,"""P.98_P.101""",784170,Pig.png
45186,GSL_G.7_main_1,1706728072880,P.100,Yeah it sounds like a great school and major,"""P.98_P.100""",792000,racoon.png
45187,GSL_G.7_main_1,1706728074440,P.95,we have on lab section every friday that's an hour,"""P.95_P.102""",431861,monkey.png
45188,GSL_G.7_main_1,1706728076377,P.97,Do a lot of your friends from home go here,"""P.94_P.97""",274305,dog2.png
45189,GSL_G.7_main_1,1706728078321,P.101,red hbu,"""P.95_P.101""",784170,Pig.png
45190,GSL_G.7_main_1,1706728078789,P.95,*one,"""P.95_P.102""",431861,monkey.png
45191,GSL_G.7_main_1,1706728080684,P.94,lmao I honestly was just about to take the L and go to another class,"""P.94_P.100""",526645,zebra.png
45192,GSL_G.7_main_1,1706728082249,P.100,Do you know what you want to do after graduating?,"""P.98_P.100""",792000,racoon.png
45193,GSL_G.7_main_1,1706728083472,P.95,orange,"""P.95_P.101""",431861,monkey.png
45194,GSL_G.7_main_1,1706728089160,P.99,cuz it's more studying....!,"""P.99_P.102""",566635,panda.png
45195,GSL_G.7_main_1,1706728095535,P.102,ah still that's pretty good,"""P.95_P.102""",277133,fox2.png
45196,GSL_G.7_main_1,1706728100638,P.94,no I was the only person from my class in high school to go here,"""P.94_P.97""",526645,zebra.png
45197,GSL_G.7_main_1,1706728105629,P.99,oh that sounds fun,"""P.97_P.99""",566635,panda.png
